@relation House

@attribute Area real
@attribute Beds real
@attribute Baths real
@attribute Parkings real
@attribute CTS {y, n}
@attribute CTC {n, y}
@attribute CTT {n, y}
@attribute Heating {y, n}
@attribute View {y, n}
@attribute RentCat {UN, LN, N}

@data
647, 3, 1, 1, y, n, n, n, y, N
275, 3, 2, 1, y, n, y, n, n, LN
133, 2, 1, 0, n, y, n, y, n, N
148, 3, 1, 1, y, n, n, n, n, LN
741, 3, 1, 0, n, n, y, n, y, N
592, 1, 1, 0, y, y, n, n, n, UN
386, 1, 1, 1, y, n, n, n, y, UN
391, 3, 1, 0, y, y, n, y, y, UN
337, 2, 1, 1, n, y, n, n, n, UN
144, 3, 1, 1, y, y, y, n, y, UN
228, 1, 1, 1, n, y, n, y, n, N
657, 2, 1, 0, n, y, n, n, n, N
348, 2, 1, 0, n, y, n, n, n, N
737, 3, 1, 0, n, n, n, n, y, N
137, 3, 1, 1, y, n, n, n, n, LN
221, 2, 1, 0, n, n, y, n, y, UN
318, 1, 1, 0, n, y, n, y, n, UN
152, 2, 1, 1, n, n, y, y, y, UN
235, 3, 2, 1, n, y, n, y, y, UN
588, 3, 1, 0, y, y, y, y, n, UN
518, 3, 2, 0, y, n, n, n, y, N
354, 3, 1, 1, y, n, y, n, n, LN
462, 1, 1, 0, n, y, y, n, n, N
156, 3, 2, 0, y, y, n, y, y, UN
717, 1, 1, 1, n, y, y, n, n, N
248, 3, 1, 1, n, n, n, n, n, LN
401, 3, 2, 1, n, n, y, y, n, LN
352, 3, 2, 1, n, y, n, y, n, N
161, 2, 1, 0, y, n, n, n, y, UN
178, 1, 1, 1, n, n, y, y, n, LN
391, 2, 1, 1, y, n, n, n, y, UN
170, 3, 2, 1, y, y, n, y, y, UN
344, 3, 2, 1, y, n, y, y, n, LN
259, 3, 2, 1, n, n, n, y, n, LN
537, 1, 1, 1, n, y, y, y, n, N
187, 2, 1, 1, y, y, y, y, n, UN
244, 3, 2, 1, n, n, y, n, n, LN
559, 1, 1, 1, n, y, n, n, n, N
613, 3, 2, 1, y, n, n, y, y, UN
299, 3, 1, 1, y, n, n, n, n, LN
492, 3, 1, 1, n, n, y, y, y, N
669, 3, 2, 1, n, n, y, y, y, UN
147, 1, 1, 0, y, n, n, y, n, LN
326, 1, 1, 0, y, n, y, n, y, UN
121, 1, 1, 1, y, n, n, y, n, LN
539, 3, 1, 0, n, n, y, n, y, N
406, 2, 1, 0, n, y, y, n, n, UN
437, 3, 1, 1, y, n, n, y, y, N
331, 2, 1, 0, n, n, y, y, y, UN
109, 1, 1, 1, y, n, n, y, y, UN
562, 3, 2, 0, y, n, n, y, y, N
686, 3, 2, 0, n, n, n, y, y, N
321, 1, 1, 1, n, y, n, y, n, N
151, 3, 1, 1, y, n, y, n, n, LN
786, 1, 1, 0, y, y, n, y, n, UN
371, 3, 2, 1, y, y, y, n, y, UN
213, 2, 1, 0, n, n, y, n, y, UN
150, 2, 1, 0, n, n, y, y, y, UN
547, 3, 2, 0, n, n, y, y, y, N
148, 3, 1, 0, n, y, n, n, y, UN
297, 3, 1, 1, n, n, n, y, n, LN
686, 3, 2, 1, y, n, n, y, y, N
683, 3, 2, 1, n, n, n, y, y, N
317, 2, 1, 1, y, n, n, n, y, UN
349, 2, 1, 0, n, n, y, y, y, UN
129, 2, 1, 1, y, n, y, y, y, UN
776, 2, 1, 1, n, y, n, y, n, N
743, 2, 1, 1, n, y, y, y, n, N
204, 1, 1, 1, y, n, n, n, y, UN
235, 3, 2, 1, n, n, y, n, n, LN
385, 2, 1, 0, n, n, y, y, y, UN
496, 3, 2, 0, n, n, y, n, y, N
492, 2, 1, 1, n, y, n, y, n, N
121, 1, 1, 1, y, n, y, y, y, UN
606, 1, 1, 0, n, y, n, n, n, N
292, 3, 1, 1, y, n, n, n, n, LN
247, 2, 1, 1, y, n, n, y, y, UN
513, 3, 1, 0, n, n, n, y, y, N
109, 3, 2, 1, n, n, y, n, n, LN
405, 3, 2, 1, n, n, y, n, n, LN
605, 1, 1, 1, y, y, n, n, n, UN
138, 2, 1, 0, n, n, n, y, y, UN
104, 3, 1, 1, n, n, n, n, n, LN
550, 1, 1, 1, n, y, y, y, n, N
593, 3, 1, 1, n, n, n, y, y, N
646, 2, 1, 1, n, y, y, y, n, N
331, 2, 1, 0, n, n, n, y, y, UN
159, 2, 1, 1, n, n, n, y, y, UN
214, 1, 1, 1, n, y, n, y, n, N
564, 2, 1, 0, y, y, n, y, n, UN
651, 3, 1, 0, n, y, n, n, n, N
199, 1, 1, 1, n, n, n, y, n, LN
760, 3, 1, 0, y, n, y, y, y, N
752, 3, 2, 1, n, n, n, n, y, N
223, 2, 1, 1, n, n, n, n, y, UN
244, 3, 1, 1, n, n, n, n, n, LN
463, 1, 1, 0, n, y, n, n, n, N
743, 1, 1, 0, n, y, y, y, n, N
295, 2, 1, 1, n, n, n, n, y, UN
181, 1, 1, 1, y, y, y, y, n, UN
796, 3, 2, 0, n, y, y, y, n, N
621, 1, 1, 1, n, y, y, y, n, N
260, 3, 1, 1, n, n, y, n, n, LN
116, 1, 1, 1, y, n, n, y, y, UN
124, 1, 1, 1, y, n, y, y, y, UN
675, 3, 2, 1, n, n, y, y, y, UN
169, 1, 1, 0, n, y, y, n, n, N
132, 2, 1, 0, y, n, n, y, y, UN
121, 2, 1, 0, y, n, y, n, y, UN
675, 3, 1, 0, n, n, y, n, y, N
795, 3, 1, 0, n, n, n, y, y, N
709, 3, 1, 1, n, n, n, n, y, UN
568, 3, 1, 1, n, n, y, y, y, N
715, 3, 2, 1, y, n, n, y, y, N
388, 3, 1, 1, y, n, y, n, n, LN
225, 3, 1, 1, y, n, n, y, n, LN
545, 1, 1, 1, n, y, y, y, n, UN
342, 3, 2, 0, y, y, n, y, y, UN
232, 3, 2, 1, n, n, n, n, n, LN
118, 1, 1, 1, n, n, y, y, y, UN
517, 3, 1, 1, n, y, y, y, n, N
183, 2, 1, 0, y, n, n, y, y, UN
784, 3, 2, 0, n, y, y, y, n, N
271, 2, 1, 1, y, n, y, n, y, UN
791, 3, 2, 1, y, n, n, n, y, N
404, 3, 2, 1, n, n, y, y, n, LN
405, 3, 2, 1, n, n, y, y, n, LN
706, 3, 2, 1, n, n, n, n, y, N
350, 1, 1, 1, n, n, y, y, y, UN
239, 2, 1, 0, y, y, y, n, n, UN
229, 2, 1, 1, y, n, n, y, y, UN
181, 3, 1, 1, y, n, n, y, n, LN
300, 3, 2, 1, y, n, n, y, n, LN
744, 3, 1, 1, n, y, y, y, n, N
519, 3, 1, 1, n, n, n, y, y, UN
395, 3, 1, 1, n, n, y, y, n, LN
366, 3, 1, 1, n, n, y, y, n, LN
148, 3, 1, 1, n, n, n, y, n, LN
198, 1, 1, 1, y, n, n, n, y, UN
282, 2, 1, 1, y, n, n, y, y, UN
358, 2, 1, 1, n, n, n, n, y, UN
529, 3, 1, 0, n, n, n, y, y, N
184, 2, 1, 0, y, n, n, n, y, UN
127, 2, 1, 1, y, n, y, n, y, UN
320, 1, 1, 0, n, n, n, n, y, UN
273, 1, 1, 1, n, n, n, y, y, UN
284, 3, 1, 0, y, y, n, y, y, UN
296, 3, 1, 0, n, y, n, y, y, UN
590, 1, 1, 1, n, y, n, y, n, N
248, 2, 1, 1, y, n, n, n, y, UN
260, 1, 1, 1, n, y, n, n, n, UN
482, 3, 1, 1, n, y, y, n, n, N
347, 1, 1, 0, y, n, n, n, y, UN
148, 1, 1, 1, n, n, y, y, y, UN
644, 3, 2, 1, n, n, n, n, y, N
331, 2, 1, 1, n, n, n, n, y, UN
122, 1, 1, 0, y, n, n, n, n, LN
345, 3, 2, 0, n, y, n, y, n, UN
749, 2, 1, 1, n, y, n, y, n, N
343, 3, 1, 1, n, n, n, n, n, LN
128, 1, 1, 0, n, y, y, n, n, N
372, 1, 1, 1, n, n, y, y, y, UN
214, 1, 1, 1, n, y, y, y, n, UN
385, 3, 1, 1, n, y, y, y, y, UN
284, 2, 1, 1, n, n, n, n, y, UN
409, 3, 1, 1, n, n, n, y, n, LN
378, 3, 1, 1, y, n, n, n, n, LN
432, 3, 2, 1, y, n, n, n, n, LN
779, 3, 1, 0, y, y, n, n, n, UN
299, 1, 1, 1, n, n, y, n, y, UN
192, 3, 1, 0, y, y, y, n, y, UN
124, 1, 1, 0, y, n, y, n, y, UN
759, 3, 1, 0, n, n, y, n, y, N
272, 1, 1, 1, n, n, y, n, y, UN
504, 1, 1, 0, n, y, n, n, n, N
177, 1, 1, 1, n, y, y, y, n, N
764, 3, 2, 1, y, n, n, y, y, UN
116, 3, 1, 1, n, n, n, n, n, LN
355, 3, 2, 1, n, y, y, n, n, N
460, 3, 2, 1, n, n, y, y, y, UN
778, 3, 1, 1, y, n, n, y, y, UN
101, 1, 1, 0, n, n, n, n, y, UN
307, 1, 1, 1, n, n, n, y, y, UN
108, 3, 1, 1, n, n, y, n, n, LN
190, 1, 1, 0, n, n, n, y, n, LN
283, 3, 2, 1, y, y, n, n, n, UN
139, 3, 1, 1, n, n, n, n, n, LN
636, 3, 2, 0, n, n, n, n, y, N
378, 1, 1, 1, y, n, n, n, y, UN
781, 3, 1, 0, y, n, y, n, y, N
754, 1, 1, 1, n, y, y, y, n, N
306, 2, 1, 1, n, y, y, n, n, UN
528, 3, 1, 1, n, y, y, n, n, N
270, 2, 1, 1, n, n, y, n, y, UN
175, 1, 1, 0, y, n, y, n, y, UN
110, 2, 1, 0, n, n, n, y, y, UN
625, 1, 1, 0, n, y, n, n, n, N
151, 1, 1, 0, y, n, y, y, y, UN
180, 3, 2, 1, n, y, y, y, n, N
139, 1, 1, 1, n, n, y, y, y, UN
134, 3, 2, 1, y, n, n, n, n, LN
460, 2, 1, 1, n, y, n, n, n, N
715, 3, 1, 1, n, n, n, n, y, N
225, 3, 2, 1, n, n, y, y, n, LN
356, 2, 1, 0, n, y, n, n, n, UN
273, 3, 1, 1, y, n, y, y, n, LN
556, 3, 2, 1, n, y, y, n, n, N
700, 2, 1, 1, n, y, n, y, n, N
160, 1, 1, 0, y, n, n, n, n, LN
336, 2, 1, 0, n, n, y, n, y, UN
329, 3, 1, 1, y, n, n, n, n, LN
704, 2, 1, 1, y, y, y, y, n, UN
501, 1, 1, 1, n, y, y, n, n, UN
229, 3, 1, 1, n, y, n, y, n, N
419, 3, 2, 1, n, n, n, n, y, UN
765, 3, 2, 1, n, n, n, n, y, N
562, 2, 1, 0, n, y, y, n, n, N
541, 1, 1, 1, y, y, y, y, n, UN
714, 2, 1, 0, y, y, n, n, n, UN
379, 3, 2, 1, y, n, n, y, n, LN
148, 3, 2, 1, y, n, y, n, n, LN
556, 2, 1, 1, n, y, y, n, n, N
764, 3, 1, 0, n, y, n, n, n, N
146, 1, 1, 1, y, n, n, n, n, LN
688, 2, 1, 0, n, y, n, n, n, N
131, 1, 1, 0, n, n, y, n, y, UN
457, 3, 2, 0, n, n, n, y, y, N
513, 3, 1, 1, n, n, y, n, y, N
402, 3, 1, 1, y, n, y, y, n, LN
244, 2, 1, 0, n, n, n, n, y, UN
217, 1, 1, 0, y, n, n, y, y, UN
790, 3, 1, 1, n, n, y, n, y, N
356, 3, 1, 1, n, y, n, y, n, UN
429, 3, 2, 1, n, n, n, y, n, LN
657, 3, 1, 1, n, y, y, n, n, N
703, 3, 2, 0, n, n, y, y, y, UN
188, 1, 1, 0, n, n, y, y, y, UN
398, 2, 1, 1, y, y, y, y, n, UN
344, 1, 1, 1, y, y, n, y, n, UN
397, 3, 2, 1, y, n, y, n, n, LN
373, 3, 2, 1, n, n, n, y, n, LN
155, 1, 1, 0, y, n, y, y, n, LN
254, 3, 1, 1, n, n, y, y, n, LN
614, 3, 2, 0, n, n, n, n, y, UN
521, 3, 1, 0, n, y, n, y, n, UN
436, 2, 1, 1, y, y, n, n, n, UN
170, 3, 1, 1, y, y, y, n, y, UN
791, 3, 2, 1, n, y, y, n, n, N
746, 3, 1, 1, n, n, y, n, y, N
638, 2, 1, 0, n, y, n, y, n, N
516, 2, 1, 1, n, y, n, n, n, N
520, 3, 2, 1, n, n, n, y, y, N
378, 3, 2, 1, y, n, n, y, n, LN
630, 1, 1, 0, n, y, y, y, n, N
417, 3, 1, 1, n, n, y, y, n, LN
371, 1, 1, 1, n, y, y, y, n, N
663, 2, 1, 0, n, y, n, y, n, N
737, 2, 1, 1, y, y, y, y, n, UN
295, 2, 1, 1, y, n, n, y, y, UN
385, 1, 1, 0, n, n, y, y, y, UN
784, 3, 2, 1, n, n, y, y, y, N
645, 3, 1, 0, y, n, n, y, y, UN
447, 3, 1, 1, n, n, n, y, n, LN
258, 1, 1, 0, n, y, y, n, n, N
285, 2, 1, 1, y, n, n, n, y, UN
232, 1, 1, 0, y, n, n, n, y, UN
188, 3, 2, 1, y, n, y, y, n, LN
487, 3, 2, 0, n, n, n, n, y, N
171, 3, 1, 0, n, y, y, n, y, UN
418, 3, 2, 1, n, n, y, n, y, N
301, 3, 1, 1, n, y, n, n, y, UN
600, 3, 1, 1, n, n, y, n, y, N
779, 1, 1, 0, n, y, n, n, n, N
715, 3, 2, 0, n, n, y, n, y, N
179, 3, 1, 1, y, n, n, n, n, LN
663, 3, 2, 0, n, n, n, n, y, N
268, 3, 2, 1, y, n, y, n, n, LN
383, 1, 1, 1, y, n, n, n, y, UN
329, 2, 1, 1, n, n, y, y, y, UN
231, 2, 1, 1, n, n, n, n, y, UN
592, 1, 1, 1, n, y, n, y, n, UN
228, 1, 1, 0, n, n, y, n, y, UN
694, 1, 1, 0, n, y, n, n, n, N
395, 3, 1, 0, y, y, n, n, y, UN
641, 1, 1, 0, n, y, n, y, n, UN
178, 3, 2, 1, n, n, n, y, n, LN
212, 3, 1, 1, y, n, n, n, n, LN
287, 3, 1, 1, n, n, n, y, n, LN
286, 2, 1, 0, n, n, y, y, y, UN
418, 3, 1, 0, n, y, n, y, n, N
348, 2, 1, 1, n, n, y, y, y, UN
345, 3, 1, 1, n, n, n, y, n, LN
142, 2, 1, 0, n, n, y, y, y, UN
474, 2, 1, 0, y, y, y, n, n, UN
338, 3, 2, 1, y, n, y, y, n, LN
259, 1, 1, 0, n, n, n, n, y, UN
496, 2, 1, 1, n, y, y, n, n, UN
273, 3, 2, 1, n, n, n, y, n, LN
384, 2, 1, 0, n, n, n, y, y, UN
517, 1, 1, 0, n, y, n, n, n, N
433, 3, 1, 1, n, n, y, y, n, LN
179, 2, 1, 0, y, n, n, n, y, UN
656, 1, 1, 0, n, y, y, n, n, UN
116, 1, 1, 1, n, n, y, n, y, UN
137, 1, 1, 0, y, n, y, y, n, LN
136, 2, 1, 1, y, n, n, n, y, UN
201, 3, 2, 1, y, n, n, n, n, LN
173, 2, 1, 0, n, n, n, n, y, UN
259, 2, 1, 1, n, n, n, n, y, UN
577, 1, 1, 1, y, y, y, y, n, UN
311, 1, 1, 0, y, y, n, y, n, UN
661, 3, 1, 0, n, n, y, y, y, N
266, 3, 1, 1, n, n, n, y, n, LN
352, 1, 1, 1, n, n, y, n, y, UN
343, 1, 1, 0, n, n, n, n, y, UN
178, 2, 1, 0, y, n, n, n, y, UN
212, 1, 1, 1, n, y, n, n, n, N
133, 1, 1, 0, n, n, y, y, n, LN
318, 3, 2, 1, y, n, y, y, n, LN
755, 3, 2, 0, n, n, n, n, y, UN
708, 3, 1, 1, y, n, y, y, y, UN
356, 2, 1, 1, n, n, n, y, y, UN
347, 1, 1, 1, y, n, n, n, y, UN
734, 3, 2, 0, y, y, n, y, n, UN
484, 1, 1, 1, y, y, y, n, n, UN
353, 3, 2, 1, n, n, n, n, n, LN
163, 2, 1, 0, n, n, n, y, y, UN
336, 3, 2, 1, y, n, n, y, n, LN
248, 2, 1, 1, y, n, y, n, y, UN
139, 3, 1, 1, n, n, n, y, n, LN
670, 2, 1, 1, n, y, n, y, n, N
331, 2, 1, 1, y, n, n, n, y, UN
437, 3, 2, 1, n, n, n, n, y, N
117, 3, 2, 1, y, n, n, y, n, LN
741, 1, 1, 1, n, y, y, y, n, N
139, 3, 2, 0, y, y, n, n, n, UN
422, 3, 1, 0, y, y, y, y, n, UN
229, 3, 1, 1, n, n, n, y, n, LN
264, 3, 2, 1, y, n, n, y, n, LN
524, 2, 1, 1, y, y, n, y, n, UN
427, 3, 2, 1, n, y, y, n, y, UN
729, 3, 1, 1, n, n, y, y, y, N
252, 1, 1, 1, y, n, n, n, y, UN
184, 3, 2, 1, y, n, n, y, n, LN
321, 3, 2, 1, n, n, n, n, n, LN
223, 1, 1, 1, n, n, y, y, y, UN
774, 3, 2, 0, n, y, n, y, n, N
641, 2, 1, 1, n, y, y, n, n, N
139, 2, 1, 1, n, n, n, n, y, UN
727, 3, 2, 0, n, n, n, n, y, N
286, 3, 2, 1, n, n, y, n, n, LN
614, 3, 2, 0, n, n, n, y, y, N
591, 3, 2, 0, y, n, n, y, y, N
739, 3, 1, 1, n, n, y, y, y, N
667, 3, 1, 0, n, n, n, n, y, N
265, 3, 2, 1, y, y, n, y, n, UN
406, 3, 1, 0, n, n, y, y, y, N
111, 1, 1, 1, y, n, y, n, y, UN
178, 3, 2, 1, y, n, y, y, n, LN
269, 2, 1, 0, n, n, y, y, y, UN
224, 3, 2, 1, y, n, n, y, n, LN
348, 2, 1, 1, n, y, y, n, n, N
308, 2, 1, 0, n, n, y, n, y, UN
126, 3, 2, 1, n, n, y, y, n, LN
378, 3, 2, 1, y, n, y, n, n, LN
777, 3, 1, 1, n, n, y, n, y, N
548, 2, 1, 0, y, y, n, n, n, UN
310, 2, 1, 0, y, n, y, n, y, UN
309, 3, 2, 1, y, n, y, n, n, LN
394, 1, 1, 0, y, n, y, n, y, UN
359, 3, 1, 1, n, n, n, n, n, LN
235, 2, 1, 1, y, n, y, y, y, UN
121, 2, 1, 0, n, n, y, y, y, UN
790, 2, 1, 0, n, y, y, y, n, UN
627, 1, 1, 1, y, y, n, y, n, UN
438, 1, 1, 1, n, y, n, y, n, N
419, 3, 2, 1, y, n, y, n, y, N
287, 3, 2, 0, n, y, n, y, y, UN
172, 1, 1, 0, n, n, n, n, y, UN
649, 3, 2, 0, y, n, n, y, y, N
690, 2, 1, 1, n, y, n, y, n, N
284, 3, 1, 1, y, n, y, n, n, LN
183, 2, 1, 0, y, n, n, n, y, UN
346, 2, 1, 0, n, n, n, y, y, UN
580, 2, 1, 1, n, y, y, y, n, N
343, 3, 1, 1, n, n, y, y, n, LN
126, 1, 1, 1, n, n, n, y, y, UN
180, 2, 1, 1, y, n, y, n, y, UN
365, 1, 1, 1, n, n, n, n, y, UN
617, 3, 2, 0, n, y, y, y, n, UN
201, 3, 1, 1, n, y, n, n, n, UN
504, 1, 1, 1, n, y, y, n, n, N
454, 3, 2, 1, n, n, y, y, y, UN
327, 2, 1, 1, y, n, y, y, y, UN
528, 3, 1, 1, n, y, y, y, n, N
164, 3, 2, 1, n, n, y, y, n, LN
344, 2, 1, 1, n, n, n, y, y, UN
697, 2, 1, 1, n, y, n, n, n, N
658, 2, 1, 0, y, y, y, n, n, UN
315, 3, 1, 1, n, y, y, y, n, UN
420, 3, 1, 1, y, n, n, n, n, LN
502, 3, 1, 1, n, n, n, y, y, N
106, 1, 1, 1, n, n, y, n, y, UN
129, 2, 1, 0, y, n, n, y, y, UN
531, 3, 1, 1, y, n, y, y, y, N
602, 3, 1, 1, n, n, n, y, y, N
723, 3, 1, 1, n, y, n, n, n, N
760, 3, 2, 1, n, y, y, n, n, N
114, 1, 1, 0, n, n, y, n, n, LN
333, 1, 1, 0, n, n, n, n, y, UN
115, 2, 1, 0, n, n, n, n, y, UN
701, 3, 2, 1, n, n, n, y, y, UN
618, 3, 2, 0, y, n, y, n, y, N
236, 3, 1, 1, n, n, y, n, n, LN
386, 3, 1, 0, y, y, n, y, n, UN
727, 3, 1, 0, n, n, y, y, y, N
218, 3, 2, 1, y, n, y, y, n, LN
567, 2, 1, 1, n, y, y, y, n, UN
447, 3, 2, 1, n, n, n, y, n, LN
293, 1, 1, 1, y, n, y, n, y, UN
293, 2, 1, 1, y, n, n, y, y, UN
263, 1, 1, 1, y, n, y, n, y, UN
273, 1, 1, 1, y, n, n, n, y, UN
382, 2, 1, 1, n, y, y, y, n, N
151, 1, 1, 1, y, n, y, y, n, LN
512, 1, 1, 0, n, y, n, y, n, N
315, 2, 1, 1, y, n, y, n, y, UN
216, 2, 1, 0, n, n, n, n, y, UN
659, 1, 1, 1, n, y, n, y, n, N
127, 3, 1, 1, y, n, y, y, n, LN
237, 1, 1, 0, y, n, y, n, y, UN
710, 1, 1, 0, y, y, n, y, n, UN
583, 3, 1, 0, n, y, n, y, n, N
234, 3, 2, 1, y, n, n, y, n, LN
673, 2, 1, 0, n, y, y, y, n, UN
677, 3, 1, 1, n, n, y, n, y, N
426, 3, 2, 1, n, n, n, y, n, LN
616, 2, 1, 0, n, y, n, n, n, N
252, 2, 1, 0, n, n, y, n, y, UN
530, 3, 1, 0, n, n, y, y, y, N
120, 2, 1, 0, y, y, n, y, n, UN
556, 2, 1, 1, n, y, y, n, n, N
662, 2, 1, 0, n, y, y, y, n, N
537, 3, 2, 0, n, n, n, n, y, N
229, 2, 1, 0, n, n, n, n, y, UN
755, 3, 2, 0, n, n, y, y, y, N
624, 2, 1, 0, n, y, y, y, n, N
235, 3, 1, 0, y, y, n, n, n, UN
270, 2, 1, 1, y, n, n, y, y, UN
716, 1, 1, 0, n, y, y, y, n, N
204, 1, 1, 0, n, y, n, y, n, N
376, 1, 1, 1, n, n, n, n, y, UN
717, 2, 1, 1, n, y, y, n, n, N
146, 1, 1, 0, n, n, y, y, y, UN
428, 3, 2, 1, y, n, n, n, n, LN
176, 1, 1, 0, y, n, n, y, y, UN
373, 3, 2, 1, n, n, y, n, n, LN
461, 2, 1, 0, y, y, y, y, n, UN
245, 2, 1, 1, y, y, y, n, n, UN
185, 2, 1, 1, n, n, n, n, y, UN
669, 3, 1, 1, n, n, y, y, y, N
595, 1, 1, 0, n, y, y, n, n, N
214, 2, 1, 0, y, y, y, y, n, UN
479, 2, 1, 1, n, y, n, n, n, N
323, 2, 1, 1, y, n, n, y, y, UN
652, 2, 1, 1, y, y, y, y, n, UN
396, 3, 1, 1, y, n, n, y, n, LN
362, 3, 1, 1, n, n, n, n, n, LN
351, 3, 1, 1, y, n, y, n, n, LN
353, 3, 1, 1, y, n, n, n, n, LN
233, 2, 1, 0, n, n, y, n, y, UN
558, 2, 1, 0, n, y, y, n, n, N
463, 1, 1, 1, n, y, n, y, n, UN
322, 3, 1, 0, y, y, n, n, n, UN
461, 3, 1, 0, y, y, y, n, n, UN
770, 1, 1, 1, n, y, n, n, n, UN
453, 2, 1, 1, y, y, y, y, n, UN
196, 1, 1, 1, n, y, n, y, n, N
355, 3, 1, 1, n, n, y, n, n, LN
741, 3, 2, 1, y, n, y, n, y, UN
552, 3, 1, 0, n, y, y, y, n, N
518, 2, 1, 1, y, y, n, y, n, UN
146, 2, 1, 1, n, y, y, y, n, N
380, 1, 1, 0, n, n, n, n, y, UN
250, 3, 2, 1, y, n, y, n, n, LN
149, 3, 1, 1, n, n, y, y, n, LN
648, 2, 1, 0, n, y, y, y, n, N
267, 2, 1, 0, y, y, n, y, n, UN
749, 1, 1, 0, n, y, n, n, n, UN
402, 3, 1, 1, y, n, n, y, n, LN
122, 2, 1, 0, y, n, n, y, y, UN
742, 3, 1, 0, n, y, n, y, n, UN
715, 1, 1, 0, n, y, n, y, n, N
281, 1, 1, 0, n, n, n, y, y, UN
398, 2, 1, 0, n, n, n, y, y, UN
