@relation House

@attribute Area real
@attribute Beds real
@attribute Baths real
@attribute Parkings real
@attribute CTS {n, y}
@attribute CTC {y, n}
@attribute CTT {y, n}
@attribute Heating {y, n}
@attribute View {y, n}
@attribute RentCat {UN, N, LN}

@data
279, 3, 2, 1, y, n, n, n, n, LN
278, 3, 1, 1, n, n, y, y, n, LN
231, 3, 1, 1, y, n, n, y, n, LN
723, 3, 2, 0, n, y, n, n, n, UN
425, 3, 2, 0, n, y, y, n, n, N
443, 3, 1, 0, y, n, y, n, y, N
389, 3, 2, 0, y, y, n, y, n, UN
578, 3, 2, 0, y, n, n, y, y, N
618, 1, 1, 0, y, y, y, n, n, UN
579, 3, 2, 0, y, n, n, n, y, UN
234, 3, 2, 0, n, y, y, y, n, UN
346, 3, 1, 0, y, y, n, y, n, UN
720, 1, 1, 1, n, y, n, y, n, N
383, 1, 1, 0, y, n, n, n, y, UN
369, 3, 1, 0, n, y, y, n, n, N
644, 1, 1, 0, y, y, n, n, n, UN
225, 1, 1, 1, y, y, y, n, n, UN
114, 1, 1, 1, y, n, y, n, n, LN
123, 3, 1, 0, y, y, n, n, y, UN
373, 3, 1, 0, n, y, n, y, n, UN
324, 2, 1, 0, n, n, n, n, y, UN
317, 3, 1, 0, y, y, y, y, y, UN
471, 2, 1, 0, y, y, n, n, n, UN
144, 1, 1, 1, y, n, n, n, n, LN
112, 1, 1, 1, y, y, y, n, n, UN
430, 3, 1, 0, n, n, n, y, y, N
582, 3, 2, 1, y, n, n, n, y, N
642, 2, 1, 1, y, y, n, y, n, UN
177, 2, 1, 0, n, y, y, y, n, N
170, 2, 1, 1, n, n, n, n, y, UN
442, 2, 1, 1, n, y, y, n, n, N
171, 2, 1, 0, y, n, y, y, y, UN
268, 2, 1, 0, n, n, y, n, y, UN
628, 2, 1, 0, y, y, n, y, n, UN
481, 3, 2, 0, y, n, n, n, y, N
255, 2, 1, 1, y, n, n, y, y, UN
419, 3, 1, 0, y, n, y, n, y, N
208, 1, 1, 1, y, y, n, y, n, UN
710, 1, 1, 0, n, y, y, y, n, N
281, 2, 1, 1, y, y, y, n, n, UN
177, 3, 2, 0, n, y, n, y, n, UN
345, 3, 2, 0, y, y, y, y, n, UN
768, 3, 2, 0, y, n, n, y, y, N
723, 3, 2, 0, y, n, y, n, y, N
114, 2, 1, 0, n, n, n, y, y, UN
594, 3, 2, 0, y, n, n, n, y, UN
291, 2, 1, 1, n, y, n, n, n, N
250, 3, 1, 1, n, n, y, n, n, LN
685, 1, 1, 0, n, y, n, y, n, N
195, 3, 2, 1, n, y, n, y, n, UN
112, 1, 1, 1, y, y, y, y, n, UN
657, 3, 1, 1, y, n, n, n, y, UN
302, 3, 2, 0, n, y, y, y, n, UN
475, 2, 1, 1, n, y, y, y, n, N
406, 1, 1, 1, y, y, y, y, n, UN
678, 2, 1, 1, n, y, y, y, n, N
113, 3, 2, 1, n, y, y, y, n, N
227, 3, 2, 1, n, n, n, n, n, LN
641, 1, 1, 1, y, y, n, y, n, UN
696, 3, 1, 0, y, n, n, n, y, N
581, 2, 1, 0, y, y, n, n, n, UN
404, 3, 2, 1, y, n, y, y, n, LN
777, 3, 1, 1, y, n, y, n, y, N
317, 2, 1, 0, y, y, y, n, n, UN
331, 2, 1, 0, y, y, n, n, n, UN
157, 1, 1, 1, n, n, y, n, y, UN
221, 1, 1, 1, n, y, y, y, n, N
280, 1, 1, 0, n, y, y, n, n, N
589, 3, 2, 0, y, n, y, n, y, N
741, 2, 1, 1, y, y, n, n, n, UN
785, 3, 1, 1, y, n, n, y, y, N
143, 3, 1, 1, n, y, n, y, n, N
730, 3, 2, 0, n, y, n, n, n, UN
416, 3, 1, 1, n, n, y, n, n, LN
300, 3, 2, 1, n, y, y, n, n, N
617, 1, 1, 1, n, y, n, n, n, N
160, 3, 2, 1, y, y, n, y, n, UN
454, 3, 1, 0, y, n, y, n, y, N
707, 3, 2, 0, n, n, y, y, y, N
361, 3, 2, 0, n, y, n, n, n, N
673, 1, 1, 1, y, y, y, n, n, UN
111, 2, 1, 0, n, y, n, n, n, N
312, 2, 1, 0, n, n, n, n, y, UN
413, 3, 2, 1, y, n, n, y, n, LN
303, 3, 2, 1, n, y, y, n, n, N
271, 3, 2, 1, y, y, y, y, y, UN
138, 1, 1, 0, n, n, y, n, y, UN
400, 3, 1, 1, y, y, n, n, y, UN
211, 2, 1, 1, y, n, y, y, y, UN
493, 3, 2, 1, n, y, n, n, n, N
362, 2, 1, 0, n, y, n, y, n, UN
350, 2, 1, 1, y, y, y, y, n, UN
516, 3, 1, 1, y, y, n, y, n, UN
337, 3, 2, 1, n, y, n, n, n, UN
130, 2, 1, 1, y, y, n, y, n, UN
200, 1, 1, 0, y, y, n, n, n, UN
324, 1, 1, 0, y, y, y, y, n, UN
427, 3, 1, 0, n, n, n, y, y, N
125, 3, 2, 0, y, y, y, n, n, UN
736, 2, 1, 0, y, y, y, n, n, UN
212, 1, 1, 0, y, n, n, y, y, UN
404, 3, 2, 1, n, y, n, n, y, UN
293, 1, 1, 0, y, y, y, y, n, UN
518, 1, 1, 1, y, y, n, n, n, UN
600, 3, 2, 0, y, y, y, y, n, UN
756, 3, 2, 1, y, y, n, y, n, UN
351, 3, 2, 1, y, n, n, n, n, LN
733, 3, 1, 1, y, n, y, n, y, N
709, 3, 2, 0, y, n, y, n, y, N
268, 1, 1, 0, y, n, y, y, y, UN
359, 1, 1, 1, n, y, y, n, n, N
479, 3, 2, 1, n, n, y, y, y, N
372, 2, 1, 1, y, n, n, y, y, UN
193, 3, 1, 1, y, n, y, y, n, LN
190, 3, 1, 1, y, n, y, n, n, LN
122, 1, 1, 0, y, y, y, y, n, UN
467, 3, 1, 0, n, n, n, n, y, UN
716, 3, 1, 0, n, n, n, y, y, N
482, 3, 2, 0, y, n, n, y, y, N
710, 3, 2, 0, y, n, n, n, y, N
452, 2, 1, 0, y, y, y, y, n, UN
517, 3, 1, 0, y, n, n, y, y, N
108, 2, 1, 0, n, y, y, y, n, UN
638, 3, 1, 1, y, n, y, y, y, N
257, 2, 1, 1, n, y, y, n, n, N
431, 3, 2, 0, y, n, y, n, y, N
277, 2, 1, 0, n, y, y, n, n, UN
531, 3, 1, 0, y, n, n, y, y, N
330, 2, 1, 1, n, y, y, y, n, UN
448, 3, 1, 1, y, n, n, y, y, N
346, 2, 1, 1, n, y, y, y, n, N
135, 1, 1, 0, y, n, y, n, y, UN
344, 3, 1, 1, y, y, n, n, n, UN
167, 3, 2, 0, n, y, n, n, n, N
210, 1, 1, 0, y, n, y, y, y, UN
482, 3, 2, 0, y, n, n, n, y, N
243, 1, 1, 0, n, y, n, y, n, UN
711, 1, 1, 0, y, y, y, y, n, UN
656, 2, 1, 0, n, y, n, n, n, N
622, 3, 1, 1, n, n, n, n, y, UN
785, 3, 1, 0, y, n, y, y, y, N
760, 2, 1, 0, y, y, y, n, n, UN
613, 2, 1, 1, n, y, y, n, n, N
405, 3, 2, 0, y, n, y, y, y, N
195, 2, 1, 0, n, y, n, y, n, N
302, 1, 1, 1, y, y, n, n, n, UN
365, 2, 1, 0, y, n, n, n, y, UN
306, 1, 1, 1, n, y, y, n, n, N
799, 3, 1, 1, n, n, y, y, y, N
409, 2, 1, 0, n, y, y, n, n, N
123, 1, 1, 1, n, n, n, n, y, UN
465, 2, 1, 0, n, y, y, n, n, N
162, 1, 1, 0, n, n, y, n, n, LN
672, 3, 1, 1, y, y, n, y, n, UN
782, 1, 1, 1, y, y, y, n, n, UN
601, 1, 1, 0, n, y, y, n, n, UN
201, 1, 1, 0, y, n, y, n, y, UN
696, 1, 1, 1, y, y, n, y, n, UN
351, 3, 2, 1, y, n, n, n, n, LN
349, 3, 1, 1, y, n, y, y, n, LN
486, 1, 1, 1, n, y, y, y, n, N
292, 3, 2, 1, n, n, n, n, n, LN
142, 3, 2, 1, n, y, y, y, n, N
441, 3, 2, 1, y, n, y, n, n, LN
247, 1, 1, 0, n, y, n, y, n, UN
445, 3, 1, 0, y, y, y, y, n, UN
357, 2, 1, 0, n, y, n, y, n, UN
488, 3, 1, 0, n, n, n, y, y, N
364, 2, 1, 0, n, y, n, y, n, N
632, 2, 1, 1, y, y, n, n, n, UN
290, 1, 1, 0, n, y, y, n, n, N
619, 1, 1, 1, y, y, y, y, n, UN
629, 3, 1, 0, y, n, y, n, y, N
473, 3, 1, 0, n, n, y, y, y, N
423, 2, 1, 0, n, y, n, y, n, N
527, 3, 1, 0, n, n, y, y, y, N
790, 1, 1, 0, y, y, y, n, n, UN
370, 2, 1, 0, n, n, n, n, y, UN
236, 1, 1, 1, n, y, y, y, n, N
409, 3, 2, 0, y, y, n, n, n, UN
551, 1, 1, 0, n, y, n, n, n, N
186, 3, 2, 1, n, y, n, n, n, N
685, 3, 2, 0, y, n, y, n, y, N
181, 3, 2, 0, n, y, y, n, n, UN
614, 2, 1, 0, y, y, n, y, n, UN
596, 1, 1, 0, y, y, y, n, n, UN
158, 2, 1, 0, y, n, n, n, y, UN
618, 3, 2, 1, n, n, y, n, y, N
616, 3, 2, 0, n, n, n, n, y, N
345, 2, 1, 0, n, y, y, n, n, N
704, 3, 2, 1, y, n, y, n, y, N
579, 3, 2, 0, y, n, y, y, y, N
366, 1, 1, 0, y, y, n, y, n, UN
391, 3, 2, 1, y, y, n, y, y, UN
270, 1, 1, 0, n, y, n, n, n, N
211, 1, 1, 1, n, n, n, y, y, UN
334, 3, 2, 0, n, y, y, y, n, N
543, 3, 2, 0, y, y, n, n, n, UN
687, 2, 1, 1, y, y, n, n, n, UN
202, 1, 1, 0, n, n, n, n, y, UN
141, 1, 1, 1, y, y, y, y, n, UN
476, 1, 1, 0, y, y, y, y, n, UN
176, 1, 1, 1, n, y, n, n, n, N
111, 3, 1, 1, n, y, y, n, y, UN
666, 3, 1, 0, y, n, y, n, y, N
600, 3, 1, 0, y, n, y, y, y, UN
415, 2, 1, 1, n, y, y, y, n, N
330, 1, 1, 0, y, y, n, n, n, UN
406, 3, 1, 1, y, n, n, n, y, UN
599, 3, 1, 0, y, y, n, n, n, UN
340, 1, 1, 1, n, y, n, n, n, UN
313, 3, 1, 1, y, y, y, y, n, UN
381, 2, 1, 1, y, y, y, n, n, UN
608, 3, 2, 1, y, n, y, n, y, N
165, 3, 1, 1, y, y, n, y, n, UN
274, 3, 2, 0, y, y, n, n, y, UN
354, 1, 1, 1, y, y, n, n, n, UN
510, 3, 2, 0, y, n, n, n, y, N
646, 1, 1, 1, n, y, y, y, n, UN
440, 3, 1, 1, y, n, y, n, n, LN
736, 3, 2, 0, y, y, n, n, n, UN
312, 2, 1, 1, n, y, n, y, n, N
278, 2, 1, 1, n, y, n, n, n, N
343, 2, 1, 0, y, y, y, y, n, UN
354, 1, 1, 0, n, y, y, n, n, N
489, 2, 1, 0, y, y, n, y, n, UN
144, 2, 1, 1, n, y, n, n, n, N
468, 3, 2, 1, n, n, y, y, y, N
426, 1, 1, 1, y, y, y, y, n, UN
692, 3, 2, 0, n, y, n, n, n, N
247, 2, 1, 0, n, y, y, n, n, N
577, 1, 1, 0, y, y, y, y, n, UN
184, 3, 2, 0, y, y, y, n, n, UN
353, 1, 1, 1, n, y, n, n, n, UN
431, 3, 1, 1, y, y, y, n, y, UN
299, 3, 2, 0, y, y, n, n, n, UN
255, 2, 1, 0, n, y, y, y, n, N
293, 2, 1, 0, y, y, y, n, n, UN
335, 3, 2, 1, n, n, n, n, n, LN
610, 2, 1, 0, y, y, y, y, n, UN
555, 3, 2, 1, y, n, y, n, y, UN
429, 2, 1, 1, y, y, y, y, n, UN
521, 3, 2, 1, y, n, n, n, y, UN
554, 3, 1, 0, y, n, n, n, y, N
182, 3, 1, 1, y, n, n, y, n, LN
407, 2, 1, 1, y, y, y, y, n, UN
637, 1, 1, 0, y, y, y, n, n, UN
118, 1, 1, 0, y, y, n, n, n, UN
324, 2, 1, 0, n, y, n, n, n, N
417, 3, 1, 1, y, n, y, n, y, N
136, 2, 1, 0, y, n, y, y, y, UN
537, 2, 1, 0, y, y, n, y, n, UN
635, 3, 1, 0, y, n, y, n, y, N
143, 3, 2, 0, y, y, n, y, n, UN
383, 2, 1, 0, y, y, y, n, n, UN
369, 1, 1, 1, y, y, n, y, n, UN
549, 3, 2, 1, y, n, y, n, y, N
308, 2, 1, 1, y, y, n, y, n, UN
751, 3, 2, 1, n, n, n, y, y, N
165, 2, 1, 1, y, y, n, y, n, UN
191, 2, 1, 0, y, y, y, n, n, UN
345, 1, 1, 1, n, y, y, y, n, UN
109, 3, 2, 0, n, y, y, n, n, N
226, 3, 1, 0, n, y, n, y, n, N
392, 2, 1, 1, y, y, y, n, n, UN
453, 2, 1, 0, y, y, y, y, n, UN
402, 3, 1, 0, n, y, n, n, y, UN
402, 3, 1, 1, y, y, n, y, n, UN
338, 3, 1, 1, y, n, n, y, n, LN
723, 1, 1, 0, y, y, y, n, n, UN
540, 3, 2, 0, y, n, n, n, y, UN
679, 3, 1, 0, y, n, n, y, y, N
140, 3, 1, 1, n, y, n, n, y, UN
200, 3, 1, 1, y, n, n, n, n, LN
479, 1, 1, 1, y, y, n, n, n, UN
286, 1, 1, 0, y, y, y, n, n, UN
358, 1, 1, 0, n, n, n, y, y, UN
761, 3, 1, 1, n, n, n, n, y, N
199, 1, 1, 0, n, y, y, n, n, N
751, 2, 1, 0, y, y, n, y, n, UN
394, 3, 1, 0, y, y, n, y, n, UN
164, 1, 1, 0, n, y, n, y, n, N
394, 2, 1, 0, y, n, n, y, y, UN
741, 3, 2, 0, y, n, y, n, y, N
537, 3, 1, 1, y, n, n, y, y, N
421, 3, 1, 1, y, n, y, y, n, LN
671, 3, 1, 0, y, y, n, n, n, UN
212, 3, 2, 1, y, n, y, y, n, LN
296, 1, 1, 1, n, y, n, n, n, UN
252, 3, 1, 0, y, y, n, y, n, UN
251, 1, 1, 1, y, n, n, n, y, UN
440, 3, 1, 1, n, n, y, n, n, LN
298, 2, 1, 0, n, y, y, y, n, N
724, 3, 1, 1, y, y, n, y, n, UN
760, 1, 1, 1, y, y, n, n, n, UN
517, 3, 1, 1, n, y, n, y, n, N
562, 3, 2, 1, y, y, n, y, n, UN
343, 2, 1, 0, y, y, n, n, n, UN
272, 3, 1, 1, y, y, n, n, y, UN
225, 2, 1, 0, y, y, y, y, n, UN
793, 2, 1, 1, y, y, n, n, n, UN
313, 2, 1, 0, n, y, n, y, n, N
128, 2, 1, 0, n, y, y, y, n, N
489, 2, 1, 1, n, y, y, y, n, N
363, 2, 1, 0, y, n, y, y, y, UN
441, 3, 1, 0, n, n, n, n, y, N
183, 1, 1, 0, n, y, n, n, n, N
130, 3, 2, 0, n, y, n, n, n, UN
522, 3, 1, 0, y, n, y, y, y, UN
287, 1, 1, 1, n, y, n, y, n, N
307, 3, 2, 0, y, y, y, n, n, UN
723, 1, 1, 1, y, y, n, y, n, UN
530, 2, 1, 0, n, y, n, n, n, N
339, 1, 1, 1, y, n, y, n, y, UN
527, 3, 1, 0, y, y, n, n, n, UN
275, 3, 1, 0, y, y, y, n, n, UN
506, 3, 2, 0, y, n, n, n, y, N
258, 2, 1, 0, n, y, n, n, n, UN
744, 3, 2, 1, n, y, n, n, n, N
450, 1, 1, 1, y, y, y, y, n, UN
353, 3, 2, 0, y, y, y, y, n, UN
783, 3, 2, 0, y, n, n, y, y, N
374, 3, 2, 1, y, y, n, n, n, UN
664, 2, 1, 1, n, y, n, y, n, UN
410, 3, 2, 1, n, n, y, n, y, N
478, 3, 2, 0, y, n, y, n, y, N
335, 2, 1, 0, n, n, n, y, y, UN
341, 3, 1, 1, y, y, y, n, n, UN
226, 2, 1, 1, y, y, n, n, n, UN
412, 2, 1, 0, y, y, n, y, n, UN
629, 3, 1, 1, y, n, n, y, y, UN
396, 2, 1, 0, y, y, y, n, n, UN
157, 3, 2, 0, n, y, y, y, n, N
569, 2, 1, 0, y, y, n, n, n, UN
417, 3, 1, 0, y, n, y, y, y, N
516, 3, 2, 1, n, n, n, y, y, N
325, 2, 1, 0, n, y, y, y, n, N
145, 1, 1, 0, n, y, y, y, n, N
622, 1, 1, 1, y, y, n, y, n, UN
507, 3, 2, 1, y, n, n, n, y, N
654, 3, 2, 0, y, n, n, y, y, UN
221, 1, 1, 1, n, y, y, n, n, N
459, 1, 1, 0, y, y, y, n, n, UN
422, 2, 1, 1, y, y, n, n, n, UN
410, 3, 2, 1, n, y, n, n, n, N
554, 3, 2, 1, n, n, n, y, y, N
107, 3, 1, 1, y, n, n, y, n, LN
603, 2, 1, 0, n, y, n, y, n, UN
431, 3, 2, 0, n, y, y, y, n, N
391, 3, 1, 1, n, y, y, y, n, N
716, 3, 2, 0, y, n, n, n, y, N
263, 1, 1, 1, n, y, y, n, n, N
554, 3, 1, 0, y, n, y, n, y, N
706, 1, 1, 0, n, y, y, y, n, N
293, 3, 1, 1, y, n, y, n, n, LN
470, 1, 1, 1, n, y, n, n, n, N
150, 3, 2, 1, y, y, n, y, n, UN
142, 1, 1, 1, y, y, y, n, n, UN
236, 3, 2, 1, y, n, y, n, n, LN
130, 2, 1, 0, n, y, n, y, n, N
112, 3, 2, 1, n, y, n, n, n, UN
118, 1, 1, 0, n, n, n, n, n, LN
518, 3, 1, 0, n, n, n, y, y, N
545, 3, 1, 0, y, n, y, y, y, UN
168, 2, 1, 0, n, y, y, y, n, N
516, 3, 1, 1, y, n, n, n, y, N
113, 3, 1, 1, n, y, n, n, n, UN
563, 3, 2, 0, y, n, y, y, y, UN
513, 2, 1, 1, y, y, y, y, n, UN
410, 3, 1, 1, n, y, n, y, n, N
443, 3, 1, 1, y, n, n, n, n, LN
631, 3, 1, 1, n, n, n, n, y, N
384, 2, 1, 0, n, y, n, y, n, N
688, 3, 1, 0, n, n, n, y, y, N
258, 3, 1, 1, n, y, n, n, y, UN
638, 1, 1, 0, n, y, y, y, n, UN
157, 2, 1, 0, n, y, n, n, n, N
257, 1, 1, 1, n, y, y, y, n, N
482, 1, 1, 1, y, y, n, n, n, UN
271, 2, 1, 0, y, n, y, y, y, UN
705, 3, 1, 0, n, y, y, n, n, N
367, 2, 1, 1, y, y, y, n, n, UN
429, 2, 1, 1, n, y, y, y, n, N
103, 2, 1, 0, y, n, y, n, y, UN
262, 3, 2, 1, n, n, y, y, n, LN
480, 1, 1, 1, y, y, n, y, n, UN
