@relation House

@attribute Area real
@attribute Beds real
@attribute Baths real
@attribute Parkings real
@attribute CTS {y, n}
@attribute CTC {n, y}
@attribute CTT {y, n}
@attribute Heating {n, y}
@attribute View {y, n}
@attribute RentCat {UN, LN, N, LN672}

@data
676, 3, 2, 0, y, n, y, n, y, N
334, 2, 1, 1, n, y, y, y, n, N
400, 3, 1, 0, y, y, y, n, y, UN
648, 1, 1, 1, n, y, y, y, n, N
106, 1, 1, 0, n, n, n, n, n, LN
476, 3, 1, 0, n, n, y, y, y, N
459, 1, 1, 0, n, y, y, n, n, N
251, 3, 1, 1, n, y, y, n, n, N
536, 1, 1, 1, y, y, n, n, n, UN
323, 3, 1, 1, y, y, n, n, y, UN
701, 3, 2, 1, y, y, n, n, n, UN
419, 1, 1, 1, n, y, y, y, n, UN
514, 2, 1, 1, n, y, y, n, n, N
437, 2, 1, 0, n, y, y, n, n, N
411, 3, 1, 1, y, n, y, n, y, N
610, 2, 1, 1, y, y, y, n, n, UN
311, 3, 1, 0, n, y, y, y, n, N
272, 2, 1, 0, y, y, y, n, n, UN
161, 1, 1, 1, n, n, y, n, n, LN
245, 3, 2, 1, n, y, y, n, n, N
404, 3, 2, 1, n, n, n, y, y, UN
435, 3, 1, 0, y, n, y, n, y, N
542, 1, 1, 0, n, y, n, n, n, N
328, 1, 1, 0, y, n, y, n, y, UN
276, 3, 2, 1, n, n, n, n, n, LN
581, 3, 2, 1, y, n, y, y, y, N
277, 2, 1, 1, y, y, y, y, n, UN
438, 3, 1, 0, y, n, n, y, y, N
754, 2, 1, 1, y, y, y, n, n, UN
484, 1, 1, 0, y, y, y, n, n, UN
358, 1, 1, 1, n, y, n, n, n, N
174, 1, 1, 1, y, n, y, y, y, UN
324, 1, 1, 1, y, y, y, n, n, UN
172, 2, 1, 1, n, n, n, y, y, UN
382, 1, 1, 0, y, y, n, y, n, UN
416, 3, 1, 1, n, n, n, n, n, LN
511, 3, 1, 0, n, n, n, y, y, N
798, 1, 1, 0, y, y, n, n, n, UN
123, 1, 1, 0, n, n, y, n, y, UN
416, 3, 2, 1, n, n, y, y, n, LN
274, 1, 1, 0, y, n, n, y, y, UN
520, 3, 1, 1, y, n, n, n, y, N
291, 2, 1, 0, n, y, y, n, n, N
393, 1, 1, 0, n, n, n, n, y, UN
390, 2, 1, 1, n, n, n, y, y, UN
756, 3, 1, 0, n, y, y, n, n, N
225, 2, 1, 1, n, y, n, y, n, UN
407, 3, 1, 0, n, n, n, y, y, N
400, 3, 2, 1, n, n, y, n, y, N
762, 1, 1, 1, y, y, n, y, n, UN
658, 1, 1, 1, n, y, y, n, n, N
538, 1, 1, 1, y, y, n, n, n, UN
398, 1, 1, 1, n, y, y, n, n, N
525, 1, 1, 1, y, y, n, n, n, UN
176, 3, 1, 0, y, y, n, y, n, UN
644, 1, 1, 0, y, y, y, y, n, UN
291, 1, 1, 1, n, y, y, y, n, N
674, 3, 2, 0, n, n, y, y, y, N
410, 1, 1, 0, n, y, n, y, n, UN
279, 2, 1, 0, y, y, y, n, n, UN
484, 3, 1, 1, y, n, y, y, y, UN
429, 3, 2, 1, n, y, n, y, n, N
155, 1, 1, 1, n, y, n, n, n, N
438, 3, 1, 0, y, y, n, y, n, UN
764, 2, 1, 1, y, y, n, n, n, UN
602, 3, 1, 0, y, y, y, n, n, UN
448, 3, 2, 1, n, n, y, n, y, N
102, 1, 1, 0, y, n, n, n, n, LN
327, 3, 2, 1, y, n, y, y, n, LN
358, 2, 1, 1, n, y, y, y, n, N
244, 3, 2, 1, n, n, n, y, n, LN
396, 1, 1, 1, n, y, y, n, n, N
268, 1, 1, 0, y, n, n, y, y, UN
469, 2, 1, 1, y, y, n, n, n, UN
105, 1, 1, 1, n, y, n, y, n, N
221, 2, 1, 0, y, y, y, n, n, UN
484, 3, 2, 0, y, n, n, y, y, N
610, 1, 1, 1, n, y, y, y, n, UN
251, 3, 1, 1, n, n, y, y, n, LN
422, 3, 1, 0, y, y, y, n, y, UN
204, 1, 1, 1, n, y, n, y, n, N
381, 2, 1, 1, n, y, n, n, n, N
284, 2, 1, 1, n, y, n, y, n, N
573, 2, 1, 1, y, y, n, y, n, UN
521, 3, 2, 1, n, n, y, y, y, N
601, 3, 2, 0, n, n, y, n, y, N
329, 2, 1, 0, n, y, n, n, n, N
224, 3, 1, 1, y, y, n, y, n, UN
110, 2, 1, 0, n, y, y, n, n, N
114, 3, 1, 1, n, y, y, y, y, UN
386, 3, 2, 0, n, y, n, y, n, N
169, 1, 1, 0, n, n, n, n, n, LN
480, 1, 1, 0, y, y, n, y, n, UN
625, 1, 1, 0, y, y, y, y, n, UN
359, 2, 1, 0, y, n, y, y, y, UN
637, 3, 1, 0, y, n, y, n, y, N
109, 3, 2, 1, n, n, y, n, n, LN
187, 1, 1, 1, n, y, n, y, n, N
496, 2, 1, 0, n, y, n, n, n, N
593, 1, 1, 1, y, y, y, y, n, UN
126, 3, 2, 1, y, n, y, n, n, LN
408, 3, 1, 1, n, y, n, n, n, N
535, 2, 1, 1, n, y, y, n, n, N
285, 3, 2, 0, y, y, y, y, n, UN
475, 2, 1, 1, y, y, y, n, n, UN
286, 3, 2, 0, n, y, y, n, n, N
408, 3, 1, 1, n, y, y, y, y, UN
599, 3, 2, 0, n, n, y, n, y, N
618, 3, 1, 1, y, n, y, n, y, N
613, 3, 1, 0, n, y, n, n, n, N
699, 3, 2, 0, n, n, n, y, y, N
705, 3, 2, 1, n, n, y, n, y, N
444, 3, 1, 0, n, y, n, y, y, UN
524, 3, 2, 0, y, n, n, y, y, UN
511, 2, 1, 0, y, y, n, n, n, UN
526, 3, 1, 0, y, y, n, y, n, UN
453, 2, 1, 0, y, y, y, y, n, UN
331, 3, 2, 1, n, n, y, n, n, LN
376, 2, 1, 0, n, y, n, y, n, N
323, 1, 1, 0, y, n, y, n, y, UN
642, 1, 1, 1, y, y, y, n, n, UN
516, 3, 1, 0, y, y, n, y, n, UN
390, 3, 1, 1, y, y, y, n, y, UN
411, 1, 1, 1, n, y, y, n, n, UN
717, 3, 1, 1, n, y, y, n, n, N
755, 1, 1, 0, n, y, y, y, n, N
351, 3, 1, 1, y, n, n, y, n, LN
396, 2, 1, 1, y, y, n, n, n, UN
741, 3, 2, 0, n, n, y, y, y, N
400, 3, 1, 0, n, y, n, y, y, UN
293, 3, 2, 1, n, n, y, y, n, LN
295, 3, 1, 1, n, n, y, y, n, LN
103, 1, 1, 0, y, n, n, y, n, LN
174, 1, 1, 1, y, n, n, n, n, LN
124, 1, 1, 1, n, n, n, n, y, UN
637, 2, 1, 0, y, y, n, n, n, UN
417, 3, 2, 1, n, n, n, n, n, LN
756, 2, 1, 0, n, y, n, y, n, N
470, 1, 1, 1, y, y, n, n, n, UN
520, 3, 2, 0, n, n, n, y, y, N
205, 1, 1, 0, y, n, n, y, y, UN
690, 3, 2, 1, y, y, y, n, n, UN
167, 1, 1, 1, n, y, n, n, n, UN
462, 3, 2, 0, y, n, n, y, y, UN
347, 2, 1, 1, n, y, y, y, n, N
446, 3, 2, 0, n, y, y, n, n, N
100, 1, 1, 0, n, n, n, n, n, LN
393, 1, 1, 0, y, n, n, y, y, UN
507, 3, 2, 0, n, n, y, n, y, N
100, 1, 1, 0, y, n, y, n, n, LN
551, 3, 1, 1, n, n, n, n, y, N
314, 1, 1, 0, y, n, n, y, y, UN
676, 3, 1, 0, n, n, y, y, y, N
757, 1, 1, 0, y, y, n, n, n, UN
169, 2, 1, 1, y, n, y, n, y, UN
620, 3, 2, 0, y, y, n, n, n, UN
285, 2, 1, 1, n, y, n, n, n, UN
301, 3, 2, 1, y, y, n, y, n, UN
226, 1, 1, 1, n, n, n, y, y, UN
473, 2, 1, 1, n, y, n, y, n, N
526, 3, 1, 0, y, n, n, n, y, N
169, 2, 1, 0, y, n, y, n, y, UN
719, 1, 1, 0, n, y, y, y, n, UN
548, 3, 1, 1, n, y, n, y, n, N
316, 2, 1, 1, n, y, y, n, n, UN
339, 3, 2, 1, y, n, y, y, n, LN
108, 1, 1, 0, y, y, y, n, n, UN
411, 3, 1, 1, n, n, n, n, y, N
135, 1, 1, 0, n, y, y, n, n, N
257, 2, 1, 0, n, y, n, n, n, N
194, 2, 1, 1, n, y, n, n, n, N
240, 3, 1, 1, y, y, y, y, n, UN
178, 1, 1, 0, n, n, y, n, y, UN
662, 2, 1, 1, y, y, n, n, n, UN
578, 3, 1, 1, y, n, n, n, y, N
314, 3, 1, 1, y, y, y, n, n, UN
440, 1, 1, 0, y, y, y, y, n, UN
764, 3, 1, 1, n, y, n, n, n, N
502, 3, 1, 0, n, n, n, y, y, N
364, 1, 1, 1, n, y, n, n, n, N
274, 1, 1, 1, n, y, n, n, n, N
137, 1, 1, 1, n, y, n, y, n, N
206, 3, 2, 0, y, y, n, n, y, UN
103, 3, 2, 1, y, y, y, y, n, UN
342, 3, 2, 1, n, y, n, n, n, N
212, 3, 2, 0, n, y, n, y, n, N
115, 1, 1, 0, n, n, y, y, n, LN
406, 3, 1, 1, n, n, y, n, y, UN
793, 2, 1, 0, y, y, n, y, n, UN
704, 3, 2, 1, n, y, n, y, n, N
405, 2, 1, 1, y, y, n, n, n, UN
414, 3, 2, 0, n, n, y, n, y, N
685, 1, 1, 0, y, y, n, y, n, UN
735, 3, 1, 0, y, y, y, y, n, UN
176, 2, 1, 0, n, y, y, n, n, N
346, 3, 2, 1, n, y, n, n, n, N
565, 3, 1, 1, y, n, n, n, y, N
342, 3, 1, 1, y, n, n, y, n, LN
116, 2, 1, 0, n, y, y, n, n, UN
705, 3, 1, 0, y, n, n, y, y, UN
392, 3, 2, 1, n, y, y, y, n, N
358, 3, 1, 1, y, n, y, n, n, LN
154, 1, 1, 0, n, y, n, n, n, N
638, 3, 1, 1, y, n, y, y, y, N
763, 2, 1, 1, y, y, y, n, n, UN
402, 1, 1, 0, y, y, y, n, n, UN
702, 2, 1, 0, n, y, y, n, n, UN
384, 3, 1, 1, n, n, n, y, n, LN
648, 1, 1, 1, y, y, n, y, n, UN
489, 3, 2, 1, n, y, n, y, n, N
429, 3, 2, 1, y, y, n, y, n, UN
605, 3, 2, 0, y, n, n, n, y, N
419, 3, 1, 0, n, n, n, n, y, UN
703, 3, 2, 0, n, n, n, y, y, N
180, 1, 1, 0, n, n, y, y, n, LN
768, 3, 2, 0, n, n, y, n, y, N
556, 1, 1, 1, y, y, n, n, n, UN
225, 1, 1, 0, n, y, y, y, n, N
187, 1, 1, 0, n, y, n, y, n, N
309, 2, 1, 1, n, y, n, n, n, N
394, 3, 1, 1, n, n, n, y, n, LN
700, 3, 1, 1, y, n, n, n, y, N
602, 3, 2, 1, y, n, n, y, y, N
271, 3, 2, 0, y, y, n, y, n, UN
146, 1, 1, 1, y, y, y, y, n, UN
182, 3, 1, 0, y, y, n, y, n, UN
423, 2, 1, 1, n, y, y, n, n, N
720, 2, 1, 1, n, y, y, n, n, UN
500, 3, 2, 0, y, n, y, y, y, N
162, 3, 2, 1, y, y, n, y, n, UN
417, 3, 1, 0, n, n, n, y, y, N
737, 1, 1, 0, y, y, y, n, n, UN
334, 1, 1, 0, n, n, n, y, y, UN
205, 2, 1, 0, n, y, n, y, n, N
130, 1, 1, 0, y, n, n, y, n, LN
450, 2, 1, 1, n, y, y, n, n, N
629, 1, 1, 0, y, y, n, n, n, UN
296, 3, 2, 1, y, y, y, n, n, UN
400, 3, 1, 0, n, n, n, n, y, UN
276, 3, 2, 1, n, n, n, y, n, LN
778, 3, 2, 1, n, n, y, y, y, N
300, 1, 1, 1, y, y, n, n, n, UN
458, 3, 1, 0, y, n, y, y, y, N
688, 3, 2, 0, y, n, n, y, y, UN
443, 3, 1, 1, n, n, n, n, y, N
264, 2, 1, 0, n, n, y, y, y, UN
490, 2, 1, 0, y, y, n, n, n, UN
748, 3, 1, 0, y, n, y, n, y, N
595, 3, 1, 0, y, n, n, n, y, N
689, 3, 2, 0, y, n, y, n, y, UN
102, 2, 1, 1, y, y, y, y, n, UN
452, 1, 1, 0, y, y, n, n, n, UN
229, 3, 2, 1, n, y, n, n, n, N
119, 2, 1, 1, y, n, n, n, y, UN
181, 2, 1, 1, n, y, n, y, n, N
361, 3, 2, 1, y, n, y, y, n, LN
167, 2, 1, 1, n, y, y, y, n, N
167, 1, 1, 0, y, y, y, y, n, UN
737, 1, 1, 1, y, y, n, n, n, UN
238, 3, 1, 0, y, y, n, y, n, UN
771, 3, 2, 1, n, n, y, y, y, UN
698, 3, 1, 0, y, y, y, y, n, UN
433, 3, 1, 1, n, y, n, y, y, UN
139, 3, 2, 1, n, n, y, n, n, LN
241, 2, 1, 0, n, y, y, n, n, N
744, 3, 2, 1, y, n, y, y, y, N
159, 2, 1, 0, y, n, y, y, y, UN
738, 2, 1, 1, y, y, y, y, n, UN
173, 2, 1, 0, n, y, y, y, n, N
150, 3, 1, 1, y, n, n, n, n, LN
367, 3, 1, 1, n, y, n, y, n, UN
107, 3, 1, 1, y, n, y, y, n, LN
772, 2, 1, 0, y, y, y, y, n, UN
359, 3, 2, 1, y, y, y, y, y, UN
540, 3, 2, 1, n, y, n, y, n, N
118, 1, 1, 1, y, n, y, y, n, LN
692, 3, 1, 0, y, n, y, n, y, N
134, 1, 1, 1, n, n, y, y, n, LN
188, 2, 1, 1, y, n, n, n, y, UN
438, 3, 2, 1, y, n, n, n, n, LN
359, 2, 1, 1, n, y, n, y, n, N
771, 3, 2, 1, y, y, n, n, n, UN
104, 2, 1, 1, y, y, n, y, n, UN
525, 3, 1, 1, y, n, y, y, y, N
326, 1, 1, 0, y, y, n, y, n, UN
348, 1, 1, 0, n, y, n, n, n, UN
459, 3, 2, 0, y, n, n, y, y, N
339, 3, 1, 0, y, y, n, n, n, UN
783, 3, 1, 1, y, n, n, y, y, N
488, 3, 1, 0, y, n, n, y, y, N
640, 3, 2, 1, y, n, y, n, y, N
676, 3, 2, 0, y, n, y, n, y, N
381, 2, 1, 0, n, y, n, y, n, UN
420, 1, 1, 0, y, y, y, y, n, UN
354, 2, 1, 1, n, n, y, n, y, UN
122, 3, 1, 0, n, y, y, n, n, N
439, 3, 1, 1, y, y, n, y, n, UN
557, 2, 1, 0, y, y, y, y, n, UN
374, 1, 1, 1, y, y, n, n, n, UN
314, 1, 1, 1, n, y, n, y, n, N
529, 3, 2, 0, y, n, y, n, y, N
438, 3, 1, 1, n, n, n, n, y, UN
605, 3, 2, 1, y, y, y, y, n, UN
329, 1, 1, 1, y, y, n, y, n, UN
473, 3, 1, 0, n, n, y, y, y, UN
331, 1, 1, 1, n, y, n, y, n, N
404, 2, 1, 1, y, y, y, n, n, UN
712, 3, 1, 0, n, y, y, n, n, N
744, 2, 1, 0, y, y, y, n, n, UN
444, 3, 2, 1, y, y, n, n, n, UN
603, 3, 2, 1, y, n, y, n, y, N
707, 1, 1, 0, y, y, n, n, n, UN
208, 1, 1, 1, n, y, n, y, n, N
511, 3, 1, 1, y, y, y, n, n, UN
123, 1, 1, 0, y, n, n, y, n, LN
371, 2, 1, 1, y, y, y, y, n, UN
270, 1, 1, 0, y, y, n, y, n, UN
544, 2, 1, 0, n, y, y, y, n, N
108, 3, 2, 1, n, y, n, n, n, N
107, 2, 1, 1, n, y, n, n, n, UN
190, 3, 1, 1, n, y, n, n, n, N
321, 2, 1, 0, y, y, y, n, n, UN
250, 3, 1, 0, n, y, n, y, n, N
492, 3, 2, 0, n, n, n, y, y, N
204, 2, 1, 0, y, y, y, y, n, UN
258, 3, 1, 1, n, y, y, y, n, UN
442, 3, 1, 1, y, n, n, y, y, N
773, 2, 1, 1, y, y, y, n, n, UN
765, 3, 2, 1, y, y, n, n, n, UN
424, 2, 1, 0, n, y, y, y, n, N
299, 3, 2, 0, n, y, n, y, n, N
387, 2, 1, 1, y, y, y, y, n, UN
694, 2, 1, 0, y, y, n, n, n, UN
212, 3, 2, 1, y, n, y, y, n, LN
463, 3, 1, 0, n, n, y, n, y, N
280, 2, 1, 0, n, y, n, n, n, N
397, 3, 2, 1, y, y, n, y, n, UN
326, 2, 1, 0, y, n, y, n, y, UN
737, 2, 1, 1, y, y, y, n, n, UN
228, 1, 1, 0, y, y, n, n, n, UN
444, 3, 1, 1, y, n, n, n, y, N
243, 1, 1, 1, y, n, y, y, y, UN
765, 3, 1, 0, y, n, y, y, y, N
409, 1, 1, 1, n, y, y, y, n, UN
109, 1, 1, 0, n, n, y, y, y, UN
738, 2, 1, 0, y, y, n, n, n, UN
254, 1, 1, 1, y, n, y, n, y, UN
402, 1, 1, 1, n, y, y, n, n, UN
646, 3, 2, 1, n, n, n, y, y, N
162, 1, 1, 0, y, n, n, n, n, LN
591, 3, 1, 1, n, y, y, y, n, N
619, 3, 1, 1, y, n, y, n, y, N
196, 1, 1, 1, n, n, y, n, y, UN
783, 2, 1, 0, n, y, n, n, n, N
758, 3, 1, 0, y, n, n, y, y, N
512, 2, 1, 1, y, y, y, n, n, UN
537, 3, 2, 0, y, n, y, n, y, N
381, 2, 1, 0, n, y, n, n, n, N
448, 3, 2, 1, n, y, y, y, n, N
101, 1, 1, 1, n, y, n, n, n, UN
435, 3, 1, 0, y, n, n, n, y, UN
753, 2, 1, 0, n, y, n, y, n, N
127, 2, 1, 0, n, y, y, n, n, N
441, 3, 2, 1, y, n, n, n, n, LN
321, 2, 1, 0, n, n, y, y, y, UN
222, 3, 1, 1, y, n, n, y, n, LN
420, 2, 1, 0, n, y, n, n, n, N
532, 1, 1, 0, n, y, n, n, n, UN
536, 3, 1, 1, y, y, n, n, n, UN
404, 3, 1, 1, y, n, n, y, y, N
418, 3, 2, 1, n, y, y, n, n, N
139, 2, 1, 1, n, y, n, y, n, N
555, 3, 1, 0, n, n, y, y, y, N
173, 2, 1, 1, y, y, y, n, n, UN
750, 1, 1, 0, n, y, y, y, n, N
423, 3, 2, 0, y, n, n, n, y, N
591, 3, 2, 0, y, n, y, y, y, N
288, 3, 1, 0, n, y, y, n, n, UN
141, 3, 1, 0, y, y, y, y, n, UN
511, 3, 1, 0, y, n, y, n, y, N
746, 3, 2, 1, y, n, n, n, y, N
305, 3, 2, 1, n, y, n, n, n, N
150, 1, 1, 1, y, y, n, n, n, UN
142, 2, 1, 1, n, y, y, y, n, N
357, 2, 1, 0, y, y, y, y, n, UN
438, 3, 1, 1, n, y, y, n, y, UN
643, 3, 1, 1, n, n, y, n, y, UN
773, 3, 1, 1, n, n, y, y, y, N
370, 1, 1, 0, n, y, y, n, n, N
477, 3, 2, 1, y, n, n, y, y, N
526, 2, 1, 0, y, y, y, n, n, UN
528, 2, 1, 1, n, y, n, y, n, N
432, 3, 2, 0, y, n, n, y, y, N
229, 3, 2, 0, n, y, y, n, y, UN
406, 3, 1, 0, n, y, y, n, y, UN
617, 2, 1, 0, y, y, n, n, n, UN
360, 2, 1, 0, n, n, n, y, y, UN
426, 2, 1, 1, y, y, n, y, n, UN
454, 3, 2, 0, y, n, y, n, y, N
253, 1, 1, 1, n, n, y, y, y, UN
790, 2, 1, 1, y, y, y, y, n, UN
487, 3, 2, 1, n, y, y, y, n, N
418, 3, 1, 0, n, n, n, y, y, N
157, 3, 1, 1, n, n, n, y, n, LN
474, 3, 2, 1, y, n, n, n, y, UN
196, 1, 1, 1, n, n, y, y, y, UN
737, 3, 1, 0, y, y, n, y, n, UN
793, 1, 1, 0, n, y, n, n, n, N
744, 3, 1, 1, y, y, n, n, n, UN
684, 3, 1, 1, y, y, y, n, n, UN
596, 3, 1, 0, y, n, n, n, y, N
791, 3, 2, 1, y, n, y, n, y, N
430, 3, 2, 0, n, n, n, y, y, N
161, 1, 1, 1, y, n, n, y, n, LN
195, 1, 1, 0, y, y, y, n, n, UN
497, 1, 1, 1, n, y, n, y, n, N
446, 3, 1, 0, n, n, y, n, y, N
517, 1, 1, 0, n, y, n, n, n, N
180, 1, 1, 1, n, n, n, n, y, UN
130, 1, 1, 1, n, n, y, y, n, LN
572, 1, 1, 1, n, y, n, n, n, N
646, 1, 1, 0, y, y, n, y, n, UN
432, 3, 1, 0, n, n, y, n, y, N
232, 2, 1, 0, y, y, n, y, n, UN
529, 3, 1, 1, y, y, n, n, n, UN
491, 3, 2, 0, y, y, y, y, n, UN
792, 3, 2, 1, y, y, y, y, n, UN
457, 2, 1, 0, n, y, n, n, n, N
409, 3, 2, 0, n, n, y, y, y, N
131, 1, 1, 0, y, y, n, n, n, UN
288, 3, 1, 1, y, n, y, n, n, LN
197, 3, 1, 1, n, n, y, y, n, LN
140, 1, 1, 0, n, y, y, n, n, N
219, 2, 1, 1, n, n, n, y, y, UN
492, 3, 2, 0, y, n, y, n, y, N
216, 3, 2, 1, n, y, y, y, n, N
352, 3, 2, 0, n, y, y, y, n, UN
471, 2, 1, 1, y, y, n, n, n, UN
473, 1, 1, 0, n, y, n, y, n, N
215, 1, 1, 1, n, n, y, n, y, UN
741, 3, 2, 0, n, n, n, y, y, N
699, 1, 1, 1, y, y, y, y, n, UN
406, 1, 1, 1, n, y, y, y, n, N
430, 2, 1, 1, y, y, n, n, n, UN
448, 3, 1, 1, y, y, n, y, n, UN
446, 3, 1, 1, y, n, n, y, y, N
727, 2, 1, 0, n, y, y, y, n, N
717, 3, 1, 0, y, y, n, n, n, UN
225, 3, 2, 1, y, y, n, n, n, UN
436, 3, 2, 1, y, y, n, y, n, UN
489, 3, 2, 1, n, n, y, n, y, N
314, 3, 2, 1, y, n, y, y, n, LN
333, 3, 2, 1, y, y, n, n, n, UN
375, 3, 1, 1, y, y, y, n, n, UN
390, 1, 1, 0, n, n, n, n, y, UN
193, 3, 2, 0, y, y, n, y, n, UN
340, 3, 2, 0, y, y, n, y, n, UN
406, 3, 1, 1, y, y, y, n, y, UN
355, 2, 1, 0, y, n, y, y, y, UN
786, 3, 2, 0, y, y, y, n, n, UN
168, 2, 1, 0, n, y, y, n, n, N
486, 2, 1, 0, y, y, n, y, n, UN
205, 2, 1, 1, n, y, n, y, n, N
217, 2, 1, 0, n, n, y, n, y, UN
484, 1, 1, 0, y, y, y, n, n, UN
102, 3, 1, 0, n, y, y, y, n, N
275, 2, 1, 0, n, n, y, n, y, UN
138, 2, 1, 0, n, n, n, n, y, UN
784, 3, 1, 0, y, n, y, y, y, UN
771, 2, 1, 0, y, y, n, y, n, UN
596, 3, 2, 1, n, n, y, y, y, N
484, 1, 1, 1, y, y, n, n, n, UN
170, 2, 1, 1, n, y, n, y, n, UN
466, 3, 2, 0, y, n, n, n, y, N
622, 1, 1, 1, y, y, n, n, n, UN
518, 2, 1, 0, y, y, y, y, n, UN
170, 3, 1, 0, y, y, n, n, n, UN
400, 1, 1, 1, y, y, n, n, n, UN
729, 3, 2, 1, y, n, y, n, y, N
161, 1, 1, 1, y, n, y, n, n, LN
253, 1, 1, 0, y, y, n, y, n, UN
707, 3, 2, 0, y, y, y, n, n, UN
111, 3, 2, 0, y, y, n, n, n, UN
719, 3, 1, 0, y, n, n, y, y, UN
129, 1, 1, 0, y, y, y, y, n, UN
737, 2, 1, 1, y, y, y, y, n, UN
484, 2, 1, 0, y, y, y, n, n, UN
611, 3, 2, 1, y, n, n, n, y, N
652, 2, 1, 0, y, y, n, y, n, UN
747, 3, 1, 0, n, n, y, y, y, N
627, 3, 1, 0, y, n, n, n, y, N
478, 3, 1, 0, y, n, y, n, y, UN
326, 2, 1, 1, n, y, y, y, n, N
462, 1, 1, 0, y, y, y, n, n, UN
